filename,archiveType,proxyObservationType,units,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
Asi-MQACJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MQAXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MQBXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MQDXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MQFXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MQRXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MTASMD.Davi.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-MTASSP.Davi.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA003.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA010.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA014.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA015.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA018.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA019.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA021.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA025.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA027.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA029.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA030.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA032.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA036.Krusic.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NEPA042.Krusic.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-NOGSAK.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI001.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI002.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI003.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI004.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI006.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI007.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI009.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI010.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI011.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI012.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI014.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI015.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI016.Esper.2007.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI017.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI018.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI020.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI021.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI022.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI023.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI024.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI025.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI027.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI028.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI029.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI030.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI031.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI033.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI035.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI036.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI039.Cook.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PAKI040.Cook.2011.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-PTCYUN.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-Puruogangri.Thompson.2006.lpd,glacier ice,D18O,permil,NA,Air Condensationlevel,NA,NA
Asi-QUMAJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-RANGCD.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-RUSS219.Jacoby.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-RUSS236.Sano.2009.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-SANGTS.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-SHIESP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-SHIYAT.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,Core,NA,NA,NA,NA,NA
Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,marine sediment,NA,mm,NA,NA,NA,NA
Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,marine sediment,NA,mm,NA,NA,NA,NA
Asi-SODAPS.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-TDAXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-TDBXJP.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-TH001.Buckley.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-TIANMU.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-TW001.Wright.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHEWD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHEWW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHLWD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHLWW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHMND.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHMXD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UKHTRW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULEWD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULEWW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULLWD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULLWW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULMND.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULMXD.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-UULTRW.Schweingruber.2002.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-VIET001.Buckley.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-WEXYUN.Wright.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-WULANJ.PAGES2k.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-WXIYUN.Wright.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-YKC.Yasue.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-YKCOM.Yasue.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-ZHANGX.PAGES2k.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Asi-ZHIDJP.Shao.2003.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-BuckleysChance.Buckley.1997.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-CTPEastTasmania.Allen.2001.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-CTPWestTasmania.Allen.2001.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,Trough Area Between 650 And 700 Nm Wavelength,NA,NA,Surface,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,NA,mm,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,NA,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,NA,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,NA,NA,NA,Air Surface,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,Water Content,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,N,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,C,percent,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,C/N,NA,NA,NA,NA,NA
Aus-DuckholeLake.Saunders.2013.lpd,lake sediment,Biogenic Silica,percent,NA,NA,NA,NA
Aus-PinkPine.Duncan.2010.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-StewartIsland.DArrigo.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Aus-TakapariCedar.Xiong.2000.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Eur-EasternCarpathianMountains.Popa.2008.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Eur-EuropeanAlps.Bntgen.2011.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Eur-Ltschental.Bntgen.2006.lpd,tree,Maximum Latewood Density,NA,NA,Air Surface,NA,NA
Eur-MaritimeFrenchAlps.Bntgen.2012.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Eur-NorthernScandinavia.Esper.2012.lpd,tree,Maximum Latewood Density,NA,NA,Air Surface,NA,NA
Eur-NorthernSpain.Martn-Chivelet.2011.lpd,speleothem,D18O,permil,NA,Air Condensationlevel,NA,NA
Eur-RAPiD-17-5P.Moffa-Sanchez.2014.lpd,marine sediment,D18O,permil,NA,Air Condensationlevel,NA,NA
Eur-SpanishPyrenees.Dorado-Linan.2012.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
Eur-SpannagelCave.Mangini.2005.lpd,speleothem,D18O,permil,NA,Air Condensationlevel,NA,NA
Eur-Tallinn.Tarand.2001.lpd,documents,Julian Day,days,NA,NA,NA,NA
Eur-TatraMountains.Bntgen.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-AlmondButterLower.DArrigo.2005.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-AlmondButterUpper.DArrigo.2005.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-Arapahoe.Kienast.1996.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-ArrowsmithMountain.Briffa.1996.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-Athabasca.Schweingruber.1996.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-AthabascaGlacier2.Luckman.2005.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-BakerLake.Hughes.2005.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-BarlowPassamMtHood.Briffa.1996.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-BellMountain.Schweingruber.1996.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2001.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Residual,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Arstan Chronology,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Corrs,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Rbar (Mean Pair Correlation),NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,NA,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Expressed Population Signal,NA,NA,NA,NA,NA
NAm-Bennington.Luckman.2013.lpd,tree,Core,NA,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Sample Count,count,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Segment,NA,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Tree Ring Width,cm,NA,NA,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Tree Ring Standardized Growth Index,NA,NA,Air Surface,NA,NA
NAm-BigBendLake.Jacoby.2003.lpd,tree,Residual,NA,NA,NA,NA,NA
