coordinates,publication,filename,archiveType,variableType,description,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
"[96.28, 33.72, 3500]",PAGES2kv2,Asi-CHIN066.Shao.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[85.72, 28.38, 7200]",PAGES2kv2,Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[85.72, 28.38, 7200]",PAGES2kv2,Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,NA,Dust,permil,1,NA,NA,NA,NA
"[85.72, 28.38, 7200]",PAGES2kv2,Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,NA,Chloride,ppb,NA,NA,NA,NA,NA
"[85.72, 28.38, 7200]",PAGES2kv2,Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,NA,Nitrate,ppb,NA,NA,NA,NA,NA
"[85.72, 28.38, 7200]",PAGES2kv2,Asi-Dasuopu.Thompson.2000.lpd,glacier ice,measured,NA,Sulfate,ppb,NA,NA,NA,NA,NA
"[100.82, 34.75, 1750]",PAGES2kv2,Asi-DEZQIN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.07, 35, 3400]",PAGES2kv2,Asi-DQHZHO.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[98.08, 36.65, 100]",PAGES2kv2,Asi-DUSHJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.2, 27.73, 3300]",PAGES2kv2,Asi-ENEPAB.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.17, 2500]",PAGES2kv2,Asi-ESPERG.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.5, 35.17, 2000]",PAGES2kv2,Asi-ESPPAK.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[78.93, 30.98, 100]",PAGES2kv2,Asi-GANGCD.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[101.53, 37.93, 1750]",PAGES2kv2,Asi-GHEGAN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.8, 34.73, 1750]",PAGES2kv2,Asi-GOUQIN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[81.48, 35.28, 6200]",PAGES2kv2,Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,NA,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[81.48, 35.28, 6200]",PAGES2kv2,Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,NA,Dust,count/mL,NA,NA,NA,NA,NA
"[81.48, 35.28, 6200]",PAGES2kv2,Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,NA,Chloride,ppb,NA,NA,NA,NA,NA
"[81.48, 35.28, 6200]",PAGES2kv2,Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,NA,Sulfate,ppb,NA,NA,NA,NA,NA
"[81.48, 35.28, 6200]",PAGES2kv2,Asi-Guliya.Thompson.1997.lpd,glacier ice,measured,NA,Nitrate,ppb,NA,NA,NA,NA,NA
"[100.82, 34.78, 2100]",PAGES2kv2,Asi-HBHXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.82, 34.78, 4000]",PAGES2kv2,Asi-HBLXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.82, 34.78, 3300]",PAGES2kv2,Asi-HBMXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.78, 34.73, 1750]",PAGES2kv2,Asi-HEBQIN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.88, 35.88, 3100]",PAGES2kv2,Asi-HRPCSM.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[101.95, 46.78, 3700]",PAGES2kv2,Asi-Hushre.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.18, 43.18, 3400]",PAGES2kv2,Asi-HXBURU.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.68, 38.7, 5600]",PAGES2kv2,Asi-HYGJUP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[77.23, 31.2, 3150]",PAGES2kv2,Asi-INDI015.Borgaonkar.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[78.17, 31.37, 3150]",PAGES2kv2,Asi-INDI024.Borgaonkar.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[76.87, 10.18, 3200]",PAGES2kv2,Asi-INDI025.Borgaonkar.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[122.8, -5.5, 4200]",PAGES2kv2,Asi-INDO005.DArrigo.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[142.12, 44.95, 2000]",PAGES2kv2,Asi-JAPA012.Yasue.1997.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[142.18, 44.35, 3700]",PAGES2kv2,Asi-JAPA013.Yasue.1997.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[143.2, 43.5, 2050]",PAGES2kv2,Asi-JAPA014.Yasue.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[145.47, 43.22, 3780]",PAGES2kv2,Asi-JAPA015.Yasue.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[138.22, 35.73, 1950]",PAGES2kv2,Asi-JAPA016.Yasue.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[130.53, 30.37, 3500]",PAGES2kv2,Asi-JAPA017.Yasue.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[133.12, 33.73, 3700]",PAGES2kv2,Asi-JAPA019.Sano.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[130.5, 30.33, 3800]",PAGES2kv2,Asi-JAPA020.Kimura.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[77.35, 43.35, 4300]",PAGES2kv2,Asi-KAZ001.Solomina.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[76.67, 10, 3100]",PAGES2kv2,Asi-KERALA.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[145.725, 43.955, 2400]",PAGES2kv2,Asi-KunashirIsland.Demezhko.2009.lpd,hybrid,measured,ring-width indices,Tree Ring Standardized Growth Index,NA,NA,NA,NA,NA,NA
"[72.58, 40.17, 3720]",PAGES2kv2,Asi-KYRG002.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.17, 3700]",PAGES2kv2,Asi-KYRG003.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.17, 4200]",PAGES2kv2,Asi-KYRG004.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.17, 3950]",PAGES2kv2,Asi-KYRG005.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.17, 4200]",PAGES2kv2,Asi-KYRG007.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.58, 40.2, 4100]",PAGES2kv2,Asi-KYRG008.Shiyatov.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.47, 39.92, 2900]",PAGES2kv2,Asi-KYRG009.Shiyatov.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[72.62, 40.17, 3000]",PAGES2kv2,Asi-KYRG010.Shiyatov.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.5, 39.83, 4400]",PAGES2kv2,Asi-KYRG011.Shiyatov.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[79.05, 42.2, 4000]",PAGES2kv2,Asi-KYRG012.Solomina.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[79.47, 42.15, 320]",PAGES2kv2,Asi-KYRG013.Solomina.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[78.97, 42.42, 69]",PAGES2kv2,Asi-KYRG014.Solomina.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[79.45, 42.15, 2200]",PAGES2kv2,Asi-KYRG015.Solomina.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.72, 34.72, 1750]",PAGES2kv2,Asi-LAJQIN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[104.1, 21.67, 3600]",PAGES2kv2,Asi-MCCHFH.Sano.2008.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[107, 47.77, 5900]",PAGES2kv2,Asi-MONG002.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[107.45, 47.95, 3700]",PAGES2kv2,Asi-MONG004.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[107.5, 47.78, 3050]",PAGES2kv2,Asi-MONG006.Jacoby.2006.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[91.55, 49.7, 2827]",PAGES2kv2,Asi-MONG007.Schweingruber.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[91.57, 49.92, 2800]",PAGES2kv2,Asi-MONG009.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.03, 47.27, 4100]",PAGES2kv2,Asi-MONG010.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.27, 48.13, 3700]",PAGES2kv2,Asi-MONG011.Jacoby.2006.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[103.22, 48.98, 2950]",PAGES2kv2,Asi-MONG012.Jacoby.2006.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.42, 47.43, 4100]",PAGES2kv2,Asi-MONG014.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.87, 48.17, 3200]",PAGES2kv2,Asi-MONG015.Jacoby.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.37, 48.6, 880]",PAGES2kv2,Asi-MONG016.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[91, 49.97, 1100]",PAGES2kv2,Asi-MONG017.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[90.98, 49.97, 1300]",PAGES2kv2,Asi-MONG018.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[90.97, 47.1, 1100]",PAGES2kv2,Asi-MONG019.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.87, 48.27, 2400]",PAGES2kv2,Asi-MONG020.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[107.47, 48.35, 2900]",PAGES2kv2,Asi-MONG021.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.5, 48.5, 3000]",PAGES2kv2,Asi-MONG024.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.8, 48.7, 4400]",PAGES2kv2,Asi-MONG025.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.12, 46.82, 4400]",PAGES2kv2,Asi-MONG026.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[101.32, 46.32, 300]",PAGES2kv2,Asi-MONG027.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[111.68, 48.83, 1700]",PAGES2kv2,Asi-MONG028.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[91.43, 49.87, 1700]",PAGES2kv2,Asi-MONG029.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[94.88, 49.38, 4200]",PAGES2kv2,Asi-MONG030.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[97.4, 48.25, 3010]",PAGES2kv2,Asi-MONG031.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.95, 46.52, 3600]",PAGES2kv2,Asi-MONG032.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[94.88, 49.37, 2800]",PAGES2kv2,Asi-MONG033.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.35, 35.07, 2600]",PAGES2kv2,Asi-MQACJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[100.35, 35.07, 700]",PAGES2kv2,Asi-MQAXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.78, 34.78, 800]",PAGES2kv2,Asi-MQBXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.67, 34.72, 500]",PAGES2kv2,Asi-MQDXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.68, 34.75, 700]",PAGES2kv2,Asi-MQFXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.68, 34.75, 100]",PAGES2kv2,Asi-MQRXJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[142.55, 43.77, 3780]",PAGES2kv2,Asi-MTASMD.Davi.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[142.55, 43.77, 3730]",PAGES2kv2,Asi-MTASSP.Davi.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[82.08, 29.48, 3700]",PAGES2kv2,Asi-NEPA003.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[86.45, 27.7, 3700]",PAGES2kv2,Asi-NEPA010.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[86.28, 27.7, 3400]",PAGES2kv2,Asi-NEPA014.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[83.7, 28.38, 3600]",PAGES2kv2,Asi-NEPA015.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[86.33, 27.73, 3600]",PAGES2kv2,Asi-NEPA018.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[82.12, 29.47, 6400]",PAGES2kv2,Asi-NEPA019.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.02, 27.5, 3400]",PAGES2kv2,Asi-NEPA021.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[82.03, 29.52, 4000]",PAGES2kv2,Asi-NEPA025.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.98, 27.5, 3300]",PAGES2kv2,Asi-NEPA027.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[85.43, 28.18, 4000]",PAGES2kv2,Asi-NEPA029.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.27, 27.78, 3200]",PAGES2kv2,Asi-NEPA030.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.2, 27.67, 3300]",PAGES2kv2,Asi-NEPA032.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[87.2, 27.73, 2300]",PAGES2kv2,Asi-NEPA036.Krusic.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[88.02, 27.83, 3300]",PAGES2kv2,Asi-NEPA042.Krusic.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[143.13, 51.83, 3300]",PAGES2kv2,Asi-NOGSAK.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.58, 36.03, 3200]",PAGES2kv2,Asi-PAKI001.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.58, 36.03, 5000]",PAGES2kv2,Asi-PAKI002.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.58, 36.03, 3300]",PAGES2kv2,Asi-PAKI003.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.58, 36.03, 3800]",PAGES2kv2,Asi-PAKI004.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.03, 36.33, 3500]",PAGES2kv2,Asi-PAKI006.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.03, 36.33, 3330]",PAGES2kv2,Asi-PAKI007.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.08, 36.58, 1500]",PAGES2kv2,Asi-PAKI009.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.08, 36.58, 3740]",PAGES2kv2,Asi-PAKI010.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.08, 36.58, 3276]",PAGES2kv2,Asi-PAKI011.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.08, 36.58, 3033]",PAGES2kv2,Asi-PAKI012.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.5, 35.17, 3100]",PAGES2kv2,Asi-PAKI014.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.5, 35.17, 3300]",PAGES2kv2,Asi-PAKI015.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[75.5, 35.17, 3050]",PAGES2kv2,Asi-PAKI016.Esper.2007.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.8, 35.33, 3300]",PAGES2kv2,Asi-PAKI017.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.8, 35.33, 3200]",PAGES2kv2,Asi-PAKI018.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.63, 35.68, 3000]",PAGES2kv2,Asi-PAKI020.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.63, 35.68, 3450]",PAGES2kv2,Asi-PAKI021.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.73, 35.9, 3600]",PAGES2kv2,Asi-PAKI022.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.73, 35.9, 3000]",PAGES2kv2,Asi-PAKI023.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.58, 35.03, 1830]",PAGES2kv2,Asi-PAKI024.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.78, 35.45, 2760]",PAGES2kv2,Asi-PAKI025.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.93, 35.35, 2670]",PAGES2kv2,Asi-PAKI027.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.12, 35.4, 2880]",PAGES2kv2,Asi-PAKI028.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.33, 35.83, 3200]",PAGES2kv2,Asi-PAKI029.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.18, 35.88, 3630]",PAGES2kv2,Asi-PAKI030.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.08, 35.5, 3600]",PAGES2kv2,Asi-PAKI031.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.75, 35.5, 3600]",PAGES2kv2,Asi-PAKI033.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.18, 36.15, 3900]",PAGES2kv2,Asi-PAKI035.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[74.18, 36.15, 3900]",PAGES2kv2,Asi-PAKI036.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[70.78, 35, 3750]",PAGES2kv2,Asi-PAKI039.Cook.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.8, 35.35, 3900]",PAGES2kv2,Asi-PAKI040.Cook.2011.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[99.37, 27.37, 3800]",PAGES2kv2,Asi-PTCYUN.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[89.0833, 33.9167, 6070]",PAGES2kv2,Asi-Puruogangri.Thompson.2006.lpd,glacier ice,measured,d18O in ice,D18O,permil,1,NA,Air Condensationlevel,NA,NA
"[96.13, 33.8, 3400]",PAGES2kv2,Asi-QUMAJP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[76.43, 33.08, 3240]",PAGES2kv2,Asi-RANGCD.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[145.6, 43.88, 3920]",PAGES2kv2,Asi-RUSS219.Jacoby.2010.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[160.5, 55, 1350]",PAGES2kv2,Asi-RUSS236.Sano.2009.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[107.8, 33.65, 3750]",PAGES2kv2,Asi-SANGTS.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.5, 39.83, 1350]",PAGES2kv2,Asi-SHIESP.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[71.5, 39.83, 0]",PAGES2kv2,Asi-SHIYAT.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
"[126.36, 42.17, 1000]",PAGES2kv2,Asi-SihailongwaLake.Chu.2011.lpd,lake sediment,measured,core name,Core,NA,NA,NA,NA,NA,NA
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,marine sediment,measured,depth,NA,mm,NA,NA,NA,NA,NA
"[65.9167, 24.8333, -695]",PAGES2kv2,Asi-SO90-39KGSO130-275KL.Munz.2015.lpd,marine sediment,measured,depth,NA,mm,NA,NA,NA,NA,NA
"[98.93, 48.3, 2500]",PAGES2kv2,Asi-SODAPS.PAGES2k.2013.lpd,tree,measured,NA,Tree Ring Standardized Growth Index,NA,1,NA,Air Surface,NA,NA
