publication,filename,archiveType,variableType,proxyObservationType,units,rank,interpretation/variable,interpretation/variableDetail,inferredVariable,inferredVarUnits
PalMod1_0_1,KNR166_2_1.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_105.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_105.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_106.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_106.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_113.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_119.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_119.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_127.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_127.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_135.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_135.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_2.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_51.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KNR166_2_51.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_21.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,KT90_9_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,DBD,g/cm3,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,Bsi,percent,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,LV28_42_4.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,LV29_114_3.lpd,marine sediment,measured,Bsi,percent,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,M35003_4.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_056_5.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
PalMod1_0_1,M77_2_059_1.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2378.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D13C.Error,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,DBD,g/cm3,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,Bsi,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD01_2416.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D18O.Error,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D13C.Error,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D18O.Error,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,D13C.Error,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,Bsi,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,IRD,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2489.lpd,marine sediment,measured,DBD,g/cm3,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2575.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2575.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2575.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2575.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2589.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD02_2589.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_2986.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_2986.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_2990.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_2990.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3067.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3067.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3067.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3067.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3067.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD06_3075.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,Bsi,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD07_3076.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD73_025.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD73_025.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD73_025.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD73_025.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,Surface.Temp,degC,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD84_527.lpd,marine sediment,measured,DBD,g/cm3,NA,NA,NA,NA,NA
PalMod1_0_1,MD88_770.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD88_770.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD88_770.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD88_770.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD88_770.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,IRD,no/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,IRD,no/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2010.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,IRD,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2024.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,IRD,no/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,Caco3,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2039.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,IRD,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2040.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2043.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2043.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2043.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2043.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,MD95_2043.lpd,marine sediment,measured,37:2Alkenoneconcentration,ng/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD96_2098.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD96_2098.lpd,marine sediment,measured,TOC,percent,NA,NA,NA,NA,NA
PalMod1_0_1,MD97_2120.lpd,marine sediment,measured,Uk37,NotApplicable,NA,NA,NA,NA,NA
PalMod1_0_1,MD97_2120.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD97_2120.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD97_2120.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD97_2120.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,Mgca,mmol/mol,NA,NA,NA,NA,NA
PalMod1_0_1,MD98_2181.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2236.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2236.lpd,marine sediment,measured,IRD,no/g,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2236.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D13C,permil PDB,NA,NA,NA,NA,NA
PalMod1_0_1,MD99_2339.lpd,marine sediment,measured,D18O,permil PDB,NA,NA,NA,NA,NA
